# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.04829e-05 to 66.9325 h/Mpc,
# number of wavenumbers equal to 621
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_tot                  8:phi                    9:psi                
       1.651513117941e-01       1.495019312478e-02      -1.677886055532e+04      -1.688083588228e+04       1.524162328138e-02      -4.852743504814e+02      -1.678674070659e+04       3.233675332203e-02       3.233675332171e-02 
       1.683763391923e-01       1.456307709139e-02      -1.698899783692e+04      -1.709184794222e+04       1.484695568095e-02      -4.748192476412e+02      -1.699656478816e+04       3.149873512563e-02       3.149873512533e-02 
       1.716013712864e-01       1.422054825432e-02      -1.723257938510e+04      -1.733472482611e+04       1.449774615775e-02      -4.656185205628e+02      -1.723835514457e+04       3.075731366104e-02       3.075731366075e-02 
       1.748264077453e-01       1.391625324213e-02      -1.750655179901e+04      -1.760663431912e+04       1.418751699246e-02      -4.575063243046e+02      -1.750925764274e+04       3.009870086182e-02       3.009870086155e-02 
       1.780514482880e-01       1.364217660427e-02      -1.780457758866e+04      -1.790158997066e+04       1.390809562219e-02      -4.502650738383e+02      -1.780325834729e+04       2.950547141238e-02       2.950547141212e-02 
       1.812764926691e-01       1.338941738645e-02      -1.811777069316e+04      -1.821114546766e+04       1.365040770280e-02      -4.436085244582e+02      -1.811188095883e+04       2.895840648522e-02       2.895840648498e-02 
       1.845015406701e-01       1.315003914542e-02      -1.843703235154e+04      -1.852667455785e+04       1.340636265348e-02      -4.372583731894e+02      -1.842646499916e+04       2.844042727308e-02       2.844042727284e-02 
       1.877265920934e-01       1.291605659926e-02      -1.875157212708e+04      -1.883785817684e+04       1.316781816984e-02      -4.309641349433e+02      -1.873666553460e+04       2.793410722185e-02       2.793410722163e-02 
       1.909516467584e-01       1.267969725864e-02      -1.904949255141e+04      -1.913322475407e+04       1.292684998268e-02      -4.245052213872e+02      -1.903099786568e+04       2.742261257600e-02       2.742261257579e-02 
       1.941767044988e-01       1.243617354669e-02      -1.932196455579e+04      -1.940426648573e+04       1.267857580776e-02      -4.177114036884e+02      -1.930094357579e+04       2.689542257344e-02       2.689542257324e-02 
       1.974017651606e-01       1.218265034946e-02      -1.956286851358e+04      -1.964506028892e+04       1.242010919507e-02      -4.104775445167e+02      -1.954057650146e+04       2.634689204071e-02       2.634689204052e-02 
       2.006268286004e-01       1.191905998178e-02      -1.976933977935e+04      -1.985279792235e+04       1.215137588187e-02      -4.027855889937e+02      -1.974709284514e+04       2.577622028493e-02       2.577622028475e-02 
       2.038518946846e-01       1.164676389977e-02      -1.994205752679e+04      -2.002807680996e+04       1.187376983886e-02      -3.947247136336e+02      -1.992110039504e+04       2.518708466210e-02       2.518708466193e-02 
       2.070769632882e-01       1.136928736960e-02      -2.008483177493e+04      -2.017450012980e+04       1.159087989195e-02      -3.864098154844e+02      -2.006621810330e+04       2.458646184663e-02       2.458646184647e-02 
       2.103020342941e-01       1.109063514524e-02      -2.020407311417e+04      -2.029817238343e+04       1.130679293391e-02      -3.779618221619e+02      -2.018856991854e+04       2.398350713509e-02       2.398350713493e-02 
       2.135271075925e-01       1.081554513290e-02      -2.030778543857e+04      -2.040672894151e+04       1.102633615069e-02      -3.695355437682e+02      -2.029581330746e+04       2.338807655120e-02       2.338807655106e-02 
       2.167521830802e-01       1.054820679672e-02      -2.040474086458e+04      -2.050854599754e+04       1.075378451820e-02      -3.613029887584e+02      -2.039634740446e+04       2.280969727629e-02       2.280969727615e-02 
       2.199772606601e-01       1.029260796348e-02      -2.050353564185e+04      -2.061184020639e+04       1.049320041537e-02      -3.534174355325e+02      -2.049840992235e+04       2.225659258695e-02       2.225659258682e-02 
       2.232023402409e-01       1.005168257657e-02      -2.061195254482e+04      -2.072406648426e+04       1.024757569274e-02      -3.459641646588e+02      -2.060947204918e+04       2.173519095921e-02       2.173519095909e-02 
       2.264274217364e-01       9.827306000080e-03      -2.073641707851e+04      -2.085140464640e+04       1.001882447475e-02      -3.390056133786e+02      -2.073572296495e+04       2.124981825697e-02       2.124981825685e-02 
       2.296525050654e-01       9.620604997613e-03      -2.088156137454e+04      -2.099833571793e+04       9.808092522698e-03      -3.325991719415e+02      -2.088164630373e+04       2.080254364490e-02       2.080254364479e-02 
       2.328775901511e-01       9.431249636598e-03      -2.104973354533e+04      -2.116717604422e+04       9.615046417980e-03      -3.267584778211e+02      -2.104955242836e+04       2.039302022032e-02       2.039302022021e-02 
       2.361026769212e-01       9.258266987579e-03      -2.124091261179e+04      -2.135797506175e+04       9.438690745838e-03      -3.214434973437e+02      -2.123947933038e+04       2.001871166015e-02       2.001871166005e-02 
       2.393277653070e-01       9.099398710755e-03      -2.145269950778e+04      -2.156850216475e+04       9.276726667480e-03      -3.165560516039e+02      -2.144918018709e+04       1.967517511698e-02       1.967517511688e-02 
       2.425528552437e-01       8.952084055795e-03      -2.168047959660e+04      -2.179438523632e+04       9.126540048570e-03      -3.120239632465e+02      -2.167426536958e+04       1.935644882404e-02       1.935644882394e-02 
       2.457779466698e-01       8.813059197855e-03      -2.191806718338e+04      -2.202972977114e+04       8.984806064736e-03      -3.077657606284e+02      -2.190882243791e+04       1.905580465813e-02       1.905580465804e-02 
       2.490030395271e-01       8.679239612468e-03      -2.215841029557e+04      -2.226779160036e+04       8.848378945261e-03      -3.036668021140e+02      -2.214609057903e+04       1.876643827233e-02       1.876643827224e-02 
       2.522281337603e-01       8.547822791158e-03      -2.239437664168e+04      -2.250173422317e+04       8.714400208804e-03      -2.995952136318e+02      -2.237921889123e+04       1.848212701824e-02       1.848212701816e-02 
       2.554532293169e-01       8.416389800682e-03      -2.261959697499e+04      -2.272544362334e+04       8.580405328480e-03      -2.954869810504e+02      -2.260208217896e+04       1.819783549074e-02       1.819783549066e-02 
       2.586783261473e-01       8.283273542267e-03      -2.282891040983e+04      -2.293395157917e+04       8.444694394282e-03      -2.912987986034e+02      -2.280970548357e+04       1.790992111236e-02       1.790992111228e-02 
       2.619034242040e-01       8.147551879791e-03      -2.301883154827e+04      -2.312388525307e+04       8.306326760600e-03      -2.870060615065e+02      -2.299871427175e+04       1.761632377779e-02       1.761632377771e-02 
       2.651285234420e-01       8.008892144174e-03      -2.318758497470e+04      -2.329350132721e+04       8.164963980979e-03      -2.825673102818e+02      -2.316736830495e+04       1.731641062402e-02       1.731641062394e-02 
       2.683536238185e-01       7.867688457711e-03      -2.333528753490e+04      -2.344286302821e+04       8.021007125566e-03      -2.779993427712e+02      -2.331573898323e+04       1.701094087319e-02       1.701094087312e-02 
       2.715787252927e-01       7.724743396960e-03      -2.346383248274e+04      -2.357373718512e+04       7.875275880126e-03      -2.733539562701e+02      -2.344560476581e+04       1.670182878510e-02       1.670182878504e-02 
       2.748038278256e-01       7.581512989534e-03      -2.357671372015e+04      -2.368943283502e+04       7.729252017752e-03      -2.686808540140e+02      -2.356028812735e+04       1.639189336924e-02       1.639189336918e-02 
       2.780289313803e-01       7.439391886024e-03      -2.367868658284e+04      -2.379448678131e+04       7.584360495043e-03      -2.640243895157e+02      -2.366433871719e+04       1.608453353684e-02       1.608453353678e-02 
       2.812540359214e-01       7.300142669789e-03      -2.377525682450e+04      -2.389417209231e+04       7.442396389985e-03      -2.594282002029e+02      -2.376304116057e+04       1.578332765521e-02       1.578332765515e-02 
       2.844791414152e-01       7.165295172631e-03      -2.387215011505e+04      -2.399399045556e+04       7.304920107254e-03      -2.549681590816e+02      -2.386190639630e+04       1.549167434652e-02       1.549167434646e-02 
       2.877042478293e-01       7.036165882966e-03      -2.397459433020e+04      -2.409897657447e+04       7.173273336025e-03      -2.507039486514e+02      -2.396597570190e+04       1.521236176171e-02       1.521236176166e-02 
       2.909293551332e-01       6.913609547827e-03      -2.408672423054e+04      -2.421311892925e+04       7.048327726341e-03      -2.466580689665e+02      -2.407924159662e+04       1.494726704979e-02       1.494726704974e-02 
       2.941544632973e-01       6.798038704367e-03      -2.421124465510e+04      -2.433903487402e+04       6.930503609366e-03      -2.428262652244e+02      -2.420432266673e+04       1.469725153785e-02       1.469725153780e-02 
       2.973795722935e-01       6.689353594446e-03      -2.434933670848e+04      -2.447787855402e+04       6.819700183696e-03      -2.392184792187e+02      -2.434237183430e+04       1.446221138566e-02       1.446221138561e-02 
       3.006046820948e-01       6.587113568701e-03      -2.450066010338e+04      -2.462934538485e+04       6.715468099331e-03      -2.358462509866e+02      -2.449308042366e+04       1.424118096200e-02       1.424118096195e-02 
       3.038297926756e-01       6.490647287981e-03      -2.466362508267e+04      -2.479193540830e+04       6.617121830583e-03      -2.326687716301e+02      -2.465494136312e+04       1.403257387456e-02       1.403257387451e-02 
       3.070549040111e-01       6.399008453670e-03      -2.483562908911e+04      -2.496317740673e+04       6.523696876016e-03      -2.296347393799e+02      -2.482547438833e+04       1.383437545703e-02       1.383437545698e-02 
       3.102800160776e-01       6.311162409338e-03      -2.501343859125e+04      -2.513999773584e+04       6.434138748590e-03      -2.267185042721e+02      -2.500159531826e+04       1.364439201033e-02       1.364439201029e-02 
       3.135051288525e-01       6.226021036962e-03      -2.519336033127e+04      -2.531887243356e+04       6.347338796457e-03      -2.238974739549e+02      -2.517977033651e+04       1.346035586389e-02       1.346035586385e-02 
       3.167302423140e-01       6.142676366988e-03      -2.537153041579e+04      -2.549610114462e+04       6.262369544778e-03      -2.211396306804e+02      -2.535629093205e+04       1.328008141584e-02       1.328008141580e-02 
       3.199553564413e-01       6.060167926720e-03      -2.554433492975e+04      -2.566821329249e+04       6.178253231966e-03      -2.183894761845e+02      -2.552768033758e+04       1.310167010832e-02       1.310167010829e-02 
       3.231804712144e-01       5.977840972647e-03      -2.570865410859e+04      -2.583219909065e+04       6.094321514491e-03      -2.156200080290e+02      -2.569092573743e+04       1.292360308894e-02       1.292360308890e-02 
       3.264055866139e-01       5.895228641760e-03      -2.586225558238e+04      -2.598589560339e+04       6.010098644451e-03      -2.128360437715e+02      -2.584386363175e+04       1.274489762792e-02       1.274489762789e-02 
       3.296307026215e-01       5.812051576626e-03      -2.600401362389e+04      -2.612820229377e+04       5.925301534929e-03      -2.100460791540e+02      -2.598539481189e+04       1.256516177907e-02       1.256516177904e-02 
       3.328558192193e-01       5.728546614526e-03      -2.613399470106e+04      -2.625916497940e+04       5.840168988012e-03      -2.072216442590e+02      -2.611556798379e+04       1.238457891595e-02       1.238457891592e-02 
       3.360809363903e-01       5.644944421368e-03      -2.625324157762e+04      -2.637976969233e+04       5.754937058698e-03      -2.043686659225e+02      -2.623537340133e+04       1.220375751517e-02       1.220375751513e-02 
       3.393060541181e-01       5.561667718728e-03      -2.636373892462e+04      -2.649191030249e+04       5.670037233919e-03      -2.015207771462e+02      -2.634671029859e+04       1.202367574811e-02       1.202367574808e-02 
       3.425311723868e-01       5.479249099688e-03      -2.646787615705e+04      -2.659786571194e+04       5.586011902721e-03      -1.987134721614e+02      -2.645186420592e+04       1.184541169405e-02       1.184541169402e-02 
       3.457562911813e-01       5.398165154476e-03      -2.656831595375e+04      -2.670017971175e+04       5.503347623430e-03      -1.959424619061e+02      -2.655338541509e+04       1.167007894829e-02       1.167007894826e-02 
       3.489814104869e-01       5.318920882891e-03      -2.666772040935e+04      -2.680139609616e+04       5.422558744041e-03      -1.932140982620e+02      -2.665382417697e+04       1.149870727545e-02       1.149870727543e-02 
       3.522065302895e-01       5.241926176386e-03      -2.676864894716e+04      -2.690396917681e+04       5.344063368138e-03      -1.905589086064e+02      -2.675563972860e+04       1.133220985203e-02       1.133220985201e-02 
       3.554316505756e-01       5.167494628189e-03      -2.687325875636e+04      -2.700997439864e+04       5.268181260238e-03      -1.880070667721e+02      -2.686091058107e+04       1.117127161231e-02       1.117127161229e-02 
       3.586567713319e-01       5.095885844571e-03      -2.698323552333e+04      -2.712104457336e+04       5.195176183234e-03      -1.855587620289e+02      -2.697127006096e+04       1.101634187541e-02       1.101634187538e-02 
       3.618818925460e-01       5.027102309975e-03      -2.709976411966e+04      -2.723833861405e+04       5.125052412737e-03      -1.831738673079e+02      -2.708787545319e+04       1.086764178202e-02       1.086764178199e-02 
       3.651070142055e-01       4.961104248672e-03      -2.722306201292e+04      -2.736208376466e+04       5.057768736898e-03      -1.808950106441e+02      -2.721095158134e+04       1.072500376541e-02       1.072500376539e-02 
       3.683321362988e-01       4.897796513481e-03      -2.735258175824e+04      -2.749176862628e+04       4.993226192979e-03      -1.787090262149e+02      -2.733998377412e+04       1.058797982894e-02       1.058797982892e-02 
       3.715572588145e-01       4.836647654975e-03      -2.748712063192e+04      -2.762624998557e+04       4.930886895230e-03      -1.766169517827e+02      -2.747382494024e+04       1.045590678447e-02       1.045590678444e-02 
       3.747823817417e-01       4.777467947403e-03      -2.762486561108e+04      -2.776378923524e+04       4.870553899746e-03      -1.745714315638e+02      -2.761073287434e+04       1.032793930861e-02       1.032793930859e-02 
       3.780075050698e-01       4.719795622080e-03      -2.776379868271e+04      -2.790245161008e+04       4.811757515922e-03      -1.725655839707e+02      -2.774876894524e+04       1.020321297912e-02       1.020321297910e-02 
       3.812326287885e-01       4.663229119342e-03      -2.790195086935e+04      -2.804035083812e+04       4.754088967988e-03      -1.706092469294e+02      -2.788604294454e+04       1.008093560762e-02       1.008093560760e-02 
       3.844577528880e-01       4.607513671111e-03      -2.803757463367e+04      -2.817581480108e+04       4.697287589696e-03      -1.686889816542e+02      -2.802087883520e+04       9.960441339959e-03       9.960441339939e-03 
       3.876828773588e-01       4.552399710233e-03      -2.816935011136e+04      -2.830758281868e+04       4.641099431240e-03      -1.667778432609e+02      -2.815201254288e+04       9.841250429674e-03       9.841250429655e-03 
       3.909080021916e-01       4.497722388920e-03      -2.829629369216e+04      -2.843471350021e+04       4.585356567578e-03      -1.648581282894e+02      -2.827850046270e+04       9.723023395092e-03       9.723023395073e-03 
       3.941331273774e-01       4.443363783046e-03      -2.841783234472e+04      -2.855665374869e+04       4.529939330442e-03      -1.629645076866e+02      -2.839978916274e+04       9.605573806719e-03       9.605573806701e-03 
       3.973582529078e-01       4.389448884847e-03      -2.853364970406e+04      -2.867308751930e+04       4.474972192257e-03      -1.610955486550e+02      -2.851556404514e+04       9.488806003228e-03       9.488806003210e-03 
       4.005833787743e-01       4.335727585695e-03      -2.864408922822e+04      -2.878433575048e+04       4.420205499531e-03      -1.592178038147e+02      -2.862614789817e+04       9.372838549588e-03       9.372838549571e-03 
       4.038085049688e-01       4.282588441370e-03      -2.874958867975e+04      -2.889080057941e+04       4.366029704215e-03      -1.573362854160e+02      -2.873194654858e+04       9.257808699608e-03       9.257808699591e-03 
       4.070336314835e-01       4.229913757911e-03      -2.885122929602e+04      -2.899351423757e+04       4.312329524268e-03      -1.554879284477e+02      -2.883399515948e+04       9.144044018025e-03       9.144044018008e-03 
       4.102587583108e-01       4.178038320573e-03      -2.895019587818e+04      -2.909360664002e+04       4.259443146422e-03      -1.536763200964e+02      -2.893342688363e+04       9.031881443347e-03       9.031881443330e-03 
       4.134838854434e-01       4.127164608398e-03      -2.904781236577e+04      -2.919234617373e+04       4.207576349421e-03      -1.518894383622e+02      -2.903151272106e+04       8.921678409613e-03       8.921678409598e-03 
       4.167090128741e-01       4.077199415164e-03      -2.914547802865e+04      -2.929107916754e+04       4.156638630216e-03      -1.501192301242e+02      -2.912960085166e+04       8.813792506410e-03       8.813792506394e-03 
       4.199341405961e-01       4.028431920565e-03      -2.924408253630e+04      -2.939065447175e+04       4.106921259212e-03      -1.483886058538e+02      -2.922854258428e+04       8.708410011414e-03       8.708410011399e-03 
       4.231592686027e-01       3.980971809935e-03      -2.934435235939e+04      -2.949176542621e+04       4.058535175281e-03      -1.467169775341e+02      -2.932903323712e+04       8.605658502191e-03       8.605658502177e-03 
       4.263843968874e-01       3.934665782099e-03      -2.944674254977e+04      -2.959484993679e+04       4.011327122880e-03      -1.450998438050e+02      -2.943151129814e+04       8.505581924038e-03       8.505581924024e-03 
       4.296095254439e-01       3.889631611781e-03      -2.955135384971e+04      -2.970000512567e+04       3.965414648342e-03      -1.434886381472e+02      -2.953607377571e+04       8.408122603624e-03       8.408122603610e-03 
       4.328346542662e-01       3.845755458656e-03      -2.965819961123e+04      -2.980725433987e+04       3.920683057506e-03      -1.419251826509e+02      -2.964274252862e+04       8.313203435074e-03       8.313203435061e-03 
       4.360597833482e-01       3.802913290443e-03      -2.976714393007e+04      -2.991648284894e+04       3.877007155106e-03      -1.404197254129e+02      -2.975140010189e+04       8.220711645573e-03       8.220711645559e-03 
       4.392849126842e-01       3.761218557742e-03      -2.987779111267e+04      -3.002732463477e+04       3.834499194936e-03      -1.389603956915e+02      -2.986167751706e+04       8.130470936006e-03       8.130470935994e-03 
       4.425100422688e-01       3.720340311333e-03      -2.998969379223e+04      -3.013936818418e+04       3.792826102928e-03      -1.375043650576e+02      -2.997315940986e+04       8.042301255741e-03       8.042301255728e-03 
       4.457351720964e-01       3.680415818910e-03      -3.010202249335e+04      -3.025182028520e+04       3.752123229012e-03      -1.360756310064e+02      -3.008505076998e+04       7.955931127671e-03       7.955931127659e-03 
       4.489603021618e-01       3.641208893440e-03      -3.021392278184e+04      -3.036386322280e+04       3.712151778099e-03      -1.346880985007e+02      -3.019653208376e+04       7.871096950441e-03       7.871096950429e-03 
       4.521854324599e-01       3.602585431946e-03      -3.032456671585e+04      -3.047469900466e+04       3.672775400283e-03      -1.333262375959e+02      -3.030680439416e+04       7.787554293414e-03       7.787554293402e-03 
       4.554105629858e-01       3.564492203375e-03      -3.043318166948e+04      -3.058357899370e+04       3.633938987923e-03      -1.319686794397e+02      -3.041511877195e+04       7.705084274200e-03       7.705084274189e-03 
       4.586356937346e-01       3.526758618200e-03      -3.053929896481e+04      -3.069004980353e+04       3.595470527126e-03      -1.306128567992e+02      -3.052102158094e+04       7.623553272623e-03       7.623553272612e-03 
       4.618608247016e-01       3.489354513389e-03      -3.064268209632e+04      -3.079388105911e+04       3.557339214097e-03      -1.292767423997e+02      -3.062428266280e+04       7.542889522788e-03       7.542889522777e-03 
       4.650859558823e-01       3.452501240954e-03      -3.074322278803e+04      -3.089496142525e+04       3.519766531527e-03      -1.279791082773e+02      -3.072479177573e+04       7.463053812154e-03       7.463053812143e-03 
       4.683110872722e-01       3.415930119400e-03      -3.084122197144e+04      -3.099358060328e+04       3.482483727013e-03      -1.266727872231e+02      -3.082283878939e+04       7.384104440630e-03       7.384104440619e-03 
       4.715362188671e-01       3.379829597447e-03      -3.093684783340e+04      -3.108988890480e+04       3.445679810019e-03      -1.253677731353e+02      -3.091857614517e+04       7.306063589884e-03       7.306063589874e-03 
       4.747613506627e-01       3.344270761096e-03      -3.103041779175e+04      -3.118418174558e+04       3.409426449760e-03      -1.240796945319e+02      -3.101230137009e+04       7.228985568927e-03       7.228985568917e-03 
       4.779864826550e-01       3.309075055788e-03      -3.112245123825e+04      -3.127695372812e+04       3.373545512663e-03      -1.228391078622e+02      -3.110451073412e+04       7.152966972823e-03       7.152966972813e-03 
       4.812116148400e-01       3.274355901751e-03      -3.121342127503e+04      -3.136865389552e+04       3.338151299466e-03      -1.216025801611e+02      -3.119565471690e+04       7.078088326357e-03       7.078088326348e-03 
       4.844367472138e-01       3.240388203600e-03      -3.130382819420e+04      -3.145976058554e+04       3.303519934545e-03      -1.203593062836e+02      -3.128621277064e+04       7.004431802824e-03       7.004431802815e-03 
       4.876618797727e-01       3.206945025626e-03      -3.139443585291e+04      -3.155102059589e+04       3.269425124450e-03      -1.191490476118e+02      -3.137693099145e+04       6.932133553854e-03       6.932133553846e-03 
       4.908870125131e-01       3.174167577696e-03      -3.148576767756e+04      -3.164294444968e+04       3.236008986288e-03      -1.179898873003e+02      -3.146831957625e+04       6.861270530555e-03       6.861270530547e-03 
       4.941121454313e-01       3.142048163282e-03      -3.157820581382e+04      -3.173590830028e+04       3.203264157046e-03      -1.168532608697e+02      -3.156075369881e+04       6.791885927558e-03       6.791885927549e-03 
       4.973372785239e-01       3.110657356832e-03      -3.167181993618e+04      -3.182998183100e+04       3.171261153479e-03      -1.157013434423e+02      -3.165430253917e+04       6.723954982927e-03       6.723954982919e-03 
       5.005624117875e-01       3.079882749678e-03      -3.176652640613e+04      -3.192508704098e+04       3.139886894022e-03      -1.145811763005e+02      -3.174888779641e+04       6.657422545201e-03       6.657422545193e-03 
       5.037875452188e-01       3.049698691979e-03      -3.186201413518e+04      -3.202092336114e+04       3.109114875909e-03      -1.135097683697e+02      -3.184420876031e+04       6.592189521719e-03       6.592189521711e-03 
       5.070126788146e-01       3.020043447763e-03      -3.195791412655e+04      -3.211713542801e+04       3.078882381343e-03      -1.124531691381e+02      -3.193990946961e+04       6.528149874719e-03       6.528149874711e-03 
       5.102378125718e-01       2.990893556130e-03      -3.205385292877e+04      -3.221336583522e+04       3.049165078966e-03      -1.113916367276e+02      -3.203563161613e+04       6.465201814846e-03       6.465201814838e-03 
       5.134629464873e-01       2.962213474121e-03      -3.214950264224e+04      -3.230930266009e+04       3.019926640993e-03      -1.103406107331e+02      -3.213106232818e+04       6.403257141356e-03       6.403257141348e-03 
       5.166880805581e-01       2.933984205426e-03      -3.224456536037e+04      -3.240466307772e+04       2.991147397429e-03      -1.093318120971e+02      -3.222591790694e+04       6.342237275123e-03       6.342237275115e-03 
       5.199132147814e-01       2.906181571573e-03      -3.233874990003e+04      -3.249916838681e+04       2.962802520139e-03      -1.083403589662e+02      -3.231991890983e+04       6.282067888440e-03       6.282067888433e-03 
       5.231383491543e-01       2.878796749291e-03      -3.243175145255e+04      -3.259252302896e+04       2.934882568205e-03      -1.073503554570e+02      -3.241276966406e+04       6.222674770419e-03       6.222674770412e-03 
       5.263634836741e-01       2.851625607389e-03      -3.252342045457e+04      -3.268458281513e+04       2.907182656521e-03      -1.063508103609e+02      -3.250432577521e+04       6.164015641464e-03       6.164015641458e-03 
       5.295886183380e-01       2.824775781110e-03      -3.261350946476e+04      -3.277510128458e+04       2.879810157289e-03      -1.053767535742e+02      -3.259434195927e+04       6.106031029993e-03       6.106031029986e-03 
       5.328137531435e-01       2.798283797225e-03      -3.270195008106e+04      -3.286400800581e+04       2.852801473852e-03      -1.044443006061e+02      -3.268274851028e+04       6.048696507624e-03       6.048696507617e-03 
       5.360388880880e-01       2.772078250990e-03      -3.278897710396e+04      -3.295153162189e+04       2.826085307397e-03      -1.034874787337e+02      -3.276977365083e+04       5.992043002297e-03       5.992043002291e-03 
       5.392640231690e-01       2.746197856001e-03      -3.287485679909e+04      -3.303793043512e+04       2.799700729763e-03      -1.025287148201e+02      -3.285567580274e+04       5.936105143753e-03       5.936105143746e-03 
       5.424891583839e-01       2.720650037836e-03      -3.295994101245e+04      -3.312354666843e+04       2.773655566973e-03      -1.015967453083e+02      -3.294079719759e+04       5.880930593363e-03       5.880930593357e-03 
       5.457142937306e-01       2.695511038140e-03      -3.304449989800e+04      -3.320864027849e+04       2.748026462799e-03      -1.007125432951e+02      -3.302539824706e+04       5.826550030620e-03       5.826550030614e-03 
       5.489394292066e-01       2.670752765374e-03      -3.312875720106e+04      -3.329342527037e+04       2.722785437890e-03      -9.981372638651e+01      -3.310969318274e+04       5.772984329157e-03       5.772984329151e-03 
       5.521645648096e-01       2.646349718679e-03      -3.321282585269e+04      -3.337800681606e+04       2.697906947421e-03      -9.890341978569e+01      -3.319378790571e+04       5.720234396601e-03       5.720234396596e-03 
       5.553897005375e-01       2.622292792652e-03      -3.329678613923e+04      -3.346245805198e+04       2.673381828334e-03      -9.802138294827e+01      -3.327775650344e+04       5.668295349902e-03       5.668295349896e-03 
       5.586148363880e-01       2.598639709010e-03      -3.338062654012e+04      -3.354676336895e+04       2.649267757783e-03      -9.718503307576e+01      -3.336158415989e+04       5.617147235752e-03       5.617147235746e-03 
       5.618399723591e-01       2.575350048634e-03      -3.346448507869e+04      -3.363105922816e+04       2.625524281148e-03      -9.633898619407e+01      -3.344540668227e+04       5.566795764251e-03       5.566795764245e-03 
       5.650651084486e-01       2.552430401979e-03      -3.354844138730e+04      -3.371542575514e+04       2.602157969085e-03      -9.548972701508e+01      -3.352930376687e+04       5.517236843303e-03       5.517236843297e-03 
       5.682902446546e-01       2.529887593892e-03      -3.363254460719e+04      -3.379991509955e+04       2.579175588991e-03      -9.464798257840e+01      -3.361332689236e+04       5.468461667522e-03       5.468461667517e-03 
       5.715153809751e-01       2.507656070546e-03      -3.371684488635e+04      -3.388458165030e+04       2.556511386937e-03      -9.385669998594e+01      -3.369752971809e+04       5.420461875831e-03       5.420461875826e-03 
       5.747405174082e-01       2.485809529175e-03      -3.380112243603e+04      -3.396921123317e+04       2.534238797690e-03      -9.307567084329e+01      -3.378169802820e+04       5.373186578094e-03       5.373186578089e-03 
       5.779656539519e-01       2.464228932497e-03      -3.388525134484e+04      -3.405368393663e+04       2.512238267340e-03      -9.226943447568e+01      -3.386571138213e+04       5.326601609445e-03       5.326601609440e-03 
       5.811907906044e-01       2.443001285593e-03      -3.396893747362e+04      -3.413771185485e+04       2.490596500878e-03      -9.147973724976e+01      -3.394928245540e+04       5.280648091802e-03       5.280648091797e-03 
       5.844159273639e-01       2.422024016131e-03      -3.405204698893e+04      -3.422116652906e+04       2.469210459124e-03      -9.071941888578e+01      -3.403228261637e+04       5.235293899218e-03       5.235293899213e-03 
       5.876410642286e-01       2.401283349293e-03      -3.413454510174e+04      -3.430401804948e+04       2.448066209881e-03      -8.998865101724e+01      -3.411468133407e+04       5.190523010112e-03       5.190523010107e-03 
       5.908662011969e-01       2.380866367841e-03      -3.421634846765e+04      -3.438618636643e+04       2.427250825531e-03      -8.923023341917e+01      -3.419639816592e+04       5.146312374988e-03       5.146312374983e-03 
       5.940913382669e-01       2.360648805515e-03      -3.429759100739e+04      -3.446780735284e+04       2.406639868170e-03      -8.847140167148e+01      -3.427756815536e+04       5.102671814334e-03       5.102671814330e-03 
       5.973164754372e-01       2.340724271270e-03      -3.437818081733e+04      -3.454878949397e+04       2.386326941239e-03      -8.774839733398e+01      -3.435810032534e+04       5.059577245794e-03       5.059577245789e-03 
       6.005416127060e-01       2.321016248258e-03      -3.445815195803e+04      -3.462916590525e+04       2.366235331579e-03      -8.704759068827e+01      -3.443802772041e+04       5.017023489373e-03       5.017023489369e-03 
       6.037667500717e-01       2.301578686383e-03      -3.453737755014e+04      -3.470880741745e+04       2.346418868589e-03      -8.633340363409e+01      -3.451722198425e+04       4.974982136122e-03       4.974982136118e-03 
       6.069918875329e-01       2.282349997651e-03      -3.461586942586e+04      -3.478772303473e+04       2.326815777433e-03      -8.560590107159e+01      -3.459569252143e+04       4.933445443334e-03       4.933445443330e-03 
       6.102170250879e-01       2.263387353552e-03      -3.469362025378e+04      -3.486590134287e+04       2.307483261182e-03      -8.491560148748e+01      -3.467342883912e+04       4.892403015536e-03       4.892403015532e-03 
       6.134421627354e-01       2.244628719551e-03      -3.477081667029e+04      -3.494352537774e+04       2.288359296160e-03      -8.424574188430e+01      -3.475061359087e+04       4.851871692994e-03       4.851871692990e-03 
       6.166673004738e-01       2.226075119298e-03      -3.484757519367e+04      -3.502070757080e+04       2.269444958813e-03      -8.356470099575e+01      -3.482735917092e+04       4.811857743746e-03       4.811857743743e-03 
       6.198924383018e-01       2.207857241706e-03      -3.492415123476e+04      -3.509770095845e+04       2.250871403742e-03      -8.288008384032e+01      -3.490391781810e+04       4.772386130445e-03       4.772386130442e-03 
